age,gender,job_type,daily_social_media_time,social_platform_preference,number_of_notifications,work_hours_per_day,perceived_productivity_score,actual_productivity_score,stress_level,sleep_hours,screen_time_before_sleep,breaks_during_work,uses_focus_apps,has_digital_wellbeing_enabled,coffee_consumption_per_day,days_feeling_burnout_per_month,weekly_offline_hours,job_satisfaction_score
44,Male,Unemployed,1.598888733,TikTok,64,6.892710316,4.007897053,,6,3,,6,TRUE,FALSE,1,26,11.9171464,4.065901423
44,Female,Finance,5.440058944,Telegram,65,6.700175903,4.142199799,3.491646703,3,6.969806748,0.374565729,2,TRUE,FALSE,2,20,8.929911518,5.472309526
28,Female,Health,4.5859261,Instagram,82,8.820706062,5.080281518,,1,6.974498067,,9,FALSE,FALSE,1,31,17.65455029,
22,Female,IT,5.433127976,Telegram,54,4.366438127,4.369779161,4.075227114,2,,1.747541247,3,TRUE,FALSE,0,31,10.28150876,
24,Female,Finance,,Twitter,42,4.953042818,8.790901928,8.969304423,3,6.021855748,0.835560939,2,FALSE,FALSE,5,10,7.700413445,8.865351947
36,Male,IT,6.042914308,Telegram,59,9.521010655,6.967208047,7.121176229,9,7.396947293,0.968656147,6,FALSE,FALSE,2,2,12.62393054,8.2536619
46,Male,Education,,TikTok,60,8.536003628,7.858898718,8.379856247,,7.527470649,0.997534141,8,TRUE,FALSE,2,3,12.75958363,8.01104409
32,Female,Finance,3.165923132,Telegram,45,8.261203071,7.373611514,7.192840351,9,7.665580566,1.798779584,10,TRUE,FALSE,5,19,12.54819727,6.916942596
52,Female,Education,1.413927743,Facebook,54,9.955368877,6.969242072,6.048220033,,7.328885911,0.656368205,0,FALSE,FALSE,2,17,16.65646422,4.377590072
64,Female,Unemployed,3.513164465,Instagram,53,9.613417555,4.413643494,3.589080536,3,3,1.393987142,7,FALSE,FALSE,2,27,9.220385639,5.29338765
54,Male,Health,7.143318587,Twitter,61,7.275935878,2.09604616,2.850023883,10,6.529986034,2.302550427,7,TRUE,FALSE,4,8,8.702387703,
29,Male,Health,4.429090056,Facebook,60,6.599480992,2.271219931,1.69378016,8,7.400024331,2.248496125,2,FALSE,TRUE,1,23,1.906575969,0
47,Male,Health,3.234932561,TikTok,43,4.110438819,4.729145762,,5,6.825458133,0.424516306,9,FALSE,FALSE,1,0,3.980565293,5.164728666
37,Female,Finance,1.517397713,Facebook,51,5.736170141,3.393323006,3.509431509,1,6.062406295,0.733465635,10,FALSE,FALSE,2,23,8.655514237,3.453986273
54,Female,Student,2.381771479,Twitter,63,4.662113071,4.641139067,,10,6.670104295,1.183103648,9,TRUE,TRUE,1,11,0,5.132756147
20,Male,Finance,5.265359609,TikTok,50,7.248543621,7.499551528,6.286018844,7,6.114331334,1.716309322,0,FALSE,TRUE,2,31,11.94520199,6.595471858
26,Male,Finance,1.394514932,Instagram,63,2.665029798,8.985939795,8.864385538,9,7.731840264,1.388666384,9,FALSE,FALSE,2,0,19.07828855,
58,Male,Student,6.070177959,Telegram,57,6.41749266,5.697086923,4.661037107,7,5.460791499,0.839778653,8,FALSE,FALSE,5,17,15.8093478,
56,Male,Finance,4.657776962,Telegram,70,9.069457866,2.125480152,2.212896812,1,7.763885861,1.180232554,5,FALSE,FALSE,4,5,12.24117932,2.812810551
43,Female,Unemployed,0.698314629,Telegram,62,7.525379737,3.551301164,2.658968914,1,6.390980305,0.605597857,4,FALSE,FALSE,0,20,11.72277306,2.780258842
19,Other,Education,5.950187587,Telegram,50,7.742740122,2.815861191,2.886136039,3,6.849568825,0.790963397,0,FALSE,TRUE,6,16,19.77969803,3.049593628
40,Female,Student,0.358893634,Telegram,64,7.813255767,6.756817869,5.01619226,10,7.98629429,0,5,FALSE,FALSE,4,4,20.96612525,4.611069538
40,Male,Student,0,Instagram,67,4.510077911,5.390909751,5.751107779,8,7.562216432,1.573681458,1,TRUE,FALSE,4,18,0,3.579884891
38,Female,Education,4.297588777,Telegram,78,4.893179621,6.298161191,5.980048583,9,8.60257939,0.836531908,0,FALSE,FALSE,0,1,0,5.987117088
33,Female,Student,,TikTok,63,7.089802251,3.827387481,3.417399861,9,5.67479134,,3,FALSE,FALSE,3,17,0,
26,Male,Student,2.401490713,Telegram,54,6.148070386,5.670274883,4.744132387,7,5.298273772,0,1,TRUE,TRUE,0,10,14.90860519,5.149261822
30,Female,Education,1.48504744,Telegram,54,5.193989711,3.025342884,3.142022975,9,6.8326716,1.821789505,0,FALSE,FALSE,3,16,14.17932939,5.149602402
45,Female,IT,,Twitter,43,4.893108573,7.298307088,6.23717559,,7.990328172,1.572091807,9,FALSE,FALSE,1,20,10.08984022,
44,Male,IT,3.634350495,Facebook,45,8.763317104,8.188571902,7.107306268,9,5.312150419,,5,FALSE,FALSE,1,7,27.79460742,
34,Female,Unemployed,,TikTok,78,8.234505706,3.612345073,4.346299578,9,6.37294622,1.383432632,9,FALSE,FALSE,4,9,11.09969942,4.421573005
55,Female,IT,1.591155305,Instagram,76,8.930462012,,4.554075288,6,7.448438768,0.331666983,7,TRUE,FALSE,2,11,12.77668444,3.808274932
53,Female,Education,0.52947419,TikTok,62,12,7.307572285,6.788653469,10,6.444718063,1.057514025,9,FALSE,FALSE,6,14,13.789916,7.528905596
18,Male,Health,2.26846587,Instagram,61,5.852818697,4.905175306,4.375933365,9,6.170140464,1.203693406,5,FALSE,FALSE,2,25,12.21831107,5.225292367
35,Male,Finance,1.013484986,Twitter,51,6.748525103,7.635606537,7.096563002,,7.507115066,2.125322928,8,TRUE,FALSE,3,4,14.8697571,5.573528428
26,Male,Student,3.886943244,Telegram,67,5.563388115,4.50400944,,6,6.474806938,0.389135134,3,TRUE,TRUE,0,12,18.06555303,4.558984157
30,Female,Education,5.303252855,Facebook,62,8.789223501,2.837063688,2.03818447,,6.62646276,1.269327886,5,TRUE,TRUE,4,16,10.49080454,1.331051837
57,Male,Finance,,TikTok,64,7.756186907,5.883796055,,3,3.478136416,1.359584445,4,FALSE,FALSE,0,25,23.37681572,4.770267328
62,Female,Education,4.855952693,TikTok,48,8.610904873,3.105534018,2.596751016,5,4.950528154,1.067453874,8,FALSE,FALSE,3,5,15.41830372,3.772482464
32,Female,Student,6.193076375,TikTok,74,5.250529373,8.041433291,7.366040156,3,6.289961772,0.60376353,4,TRUE,FALSE,4,30,2.181857057,7.5135414
60,Male,Health,1.585245662,Facebook,58,3.831788856,3.055141879,2.644281991,8,6.709402613,0.198710037,10,TRUE,FALSE,1,15,18.67786667,4.463922368
61,Female,Education,3.705996869,Twitter,57,6.66718377,3.129392341,2.375476626,,8.566326359,0.613067763,6,TRUE,FALSE,2,7,16.16997375,4.368816627
63,Male,Finance,3.039876552,Twitter,57,7.319797444,4.155141102,3.31753456,9,7.189288958,0,5,TRUE,FALSE,2,31,3.858903837,4.305749594
21,Male,Unemployed,0.743530884,Telegram,57,4.473464989,,2.444912337,5,6.970223127,1.158094029,9,FALSE,FALSE,0,1,0,
50,Male,Finance,3.001865399,TikTok,52,5.033219942,6.950612447,5.457398193,3,7.504045901,0.702571584,7,FALSE,FALSE,1,27,12.0477409,6.52938908
41,Other,Student,2.110780513,Twitter,58,4.829042841,8.820468603,7.985854448,8,6.24116376,1.024195816,6,FALSE,FALSE,1,8,5.273765216,9.394933229
53,Female,Unemployed,,Twitter,65,6.133005276,2.314261831,1.834767062,1,6.810779466,1.313873409,10,TRUE,FALSE,4,10,6.58890593,0.726354884
58,Male,IT,2.507813607,Instagram,48,7.690644591,6.77393476,5.275596631,,8.435119881,1.852602323,7,FALSE,FALSE,2,21,12.80482161,5.007426268
27,Female,Student,1.962335274,TikTok,63,7.668609718,7.298188494,7.01474639,9,6.930274519,0.370874712,1,FALSE,FALSE,3,4,20.376834,7.792878444
53,Female,Unemployed,5.647465667,Twitter,66,6.644059153,5.306133676,5.006208105,6,5.648132752,1.204547201,9,FALSE,FALSE,4,18,0,7.133667896
37,Male,Unemployed,0,TikTok,54,6.617934936,5.694387474,4.268479479,10,6.236251627,1.328667375,9,FALSE,TRUE,3,24,21.60421184,3.380090054
58,Male,Student,1.148517758,Instagram,55,6.780263022,3.195294634,3.293417495,3,7.615166371,0.104879207,7,FALSE,TRUE,1,31,12.92750375,4.069218213
62,Male,IT,2.83809519,Facebook,60,6.214208489,2.871453053,1.456534059,2,5.923849952,0,7,TRUE,FALSE,0,7,22.88666988,1.437665572
61,Female,Health,1.318172478,Telegram,59,3.555507566,5.178539243,4.185863188,9,5.916006965,2.323161645,10,FALSE,TRUE,2,30,6.725118524,
28,Female,Education,4.369820665,Facebook,50,2.946082968,5.227810687,5.42116694,3,8.864211016,1.829313636,3,FALSE,FALSE,0,17,11.57727104,3.840375126
29,Male,Finance,3.561809077,Twitter,64,7.230496471,5.058689216,,1,6.053583598,1.264161912,3,FALSE,TRUE,0,3,10.2717458,4.045882297
35,Male,Education,2.719186945,Twitter,57,11.53020273,6.285312315,,1,8.406356852,2.063607494,4,FALSE,TRUE,4,30,0.54717303,1.856344441
47,Male,Education,3.176081064,TikTok,57,7.557962473,,3.707730532,7,5.629957502,2.49209107,1,FALSE,FALSE,1,3,25.33096465,6.183658146
61,Male,Finance,2.893502998,Twitter,61,5.891350347,2.925079907,,2,5.866058575,1.483739878,0,FALSE,TRUE,0,1,23.36717574,
65,Female,IT,0.918401089,Facebook,57,4.199502042,3.473694421,3.465465781,1,4.751037559,1.581623964,0,FALSE,FALSE,1,3,2.05023439,2.732905294
54,Male,Finance,4.260903812,Instagram,75,7.024478178,,8.228055685,2,7.0019585,1.267021596,6,FALSE,FALSE,1,25,11.7593144,8.073134788
37,Female,IT,0.611265021,Twitter,66,8.060780368,7.876475763,7.06242978,2,6.983560985,0,1,FALSE,FALSE,1,6,4.718781417,
42,Female,IT,3.196397804,Facebook,54,5.87369445,5.831613907,5.036688383,4,6.315272947,0.545379813,7,TRUE,FALSE,1,17,24.64102095,4.498072851
29,Male,Student,3.46097866,Telegram,75,5.775883944,3.975173481,,3,6.264291122,2.011781791,9,FALSE,FALSE,4,22,16.52869964,4.834564815
38,Male,Health,2.103222307,Telegram,53,6.349486641,5.47317865,4.661053562,3,6.765921715,0.282221623,10,FALSE,TRUE,4,0,17.05161361,6.118012762
42,Male,Unemployed,1.896584692,Instagram,52,9.80359272,8.987574426,7.76431483,8,7.042289432,0.600412868,3,TRUE,FALSE,1,12,8.503686431,8.038972434
28,Male,Student,1.909288888,Telegram,70,7.451957311,7.692377118,6.539780315,2,6.305778225,0.446700288,9,FALSE,FALSE,2,8,0,5.617200813
26,Female,Health,0,Facebook,46,8.481658079,2.300072212,2.006462973,3,6.746612699,1.187120082,7,FALSE,FALSE,4,14,8.716432743,3.284791828
42,Female,IT,6.609887396,Instagram,51,3.044884495,4.292197657,,3,6.619681479,0.467275982,3,FALSE,FALSE,5,8,15.39071804,3.084888346
52,Female,Unemployed,4.401105172,Facebook,59,10.05489906,4.685801741,4.011950122,6,,1.770754614,5,TRUE,FALSE,3,25,14.33677567,5.362389818
49,Male,Unemployed,3.365230671,Twitter,56,4.533005191,7.100287587,6.904775378,1,7.206078967,0.333916891,3,FALSE,FALSE,4,25,9.940492624,8.062266024
31,Male,Student,1.597984782,Telegram,55,8.726969403,3.445587447,,6,6.723073823,1.213968092,10,FALSE,TRUE,3,16,19.69444697,2.361399896
18,Male,Education,2.778817541,Telegram,58,3.756994372,7.925976028,7.33987604,1,5.01036248,1.853573171,9,FALSE,FALSE,0,6,3.558668461,6.053072226
34,Female,Finance,2.075510036,Twitter,57,7.93986426,7.825156956,6.287347986,4,7.169802973,1.637043954,10,TRUE,TRUE,1,28,6.314267541,6.343507526
42,Male,Finance,6.284660114,Twitter,47,6.917651266,8.305609328,7.23477494,1,6.067720193,1.583270848,6,TRUE,FALSE,5,19,0,8.063612843
25,Female,Finance,0,Facebook,48,9.446464181,3.856122099,,9,4.402552335,,5,FALSE,FALSE,3,28,8.743702293,4.968795518
22,Female,Health,0.134213879,Facebook,63,6.315640423,2.990505119,2.811108695,,8.494498259,0,4,FALSE,TRUE,2,23,0,2.244519164
22,Male,Finance,0,Telegram,66,5.117475531,5.921949282,,4,6.137186367,1.145831375,0,FALSE,TRUE,2,14,2.822421544,5.691176138
58,Female,Health,4.541847999,Instagram,81,10.60009313,8.263271141,7.155275612,,4.889078389,2.017459022,8,FALSE,FALSE,1,7,4.612187021,6.672843299
52,Other,Health,1.588896118,Instagram,74,6.115277291,5.589530881,4.699200114,4,7.193298341,2.065704366,10,FALSE,FALSE,0,24,5.68055112,3.644839693
36,Male,Unemployed,4.006452665,Telegram,61,6.002665166,4.383352311,3.518100409,3,,1.937655329,4,TRUE,FALSE,1,1,2.814343624,3.704040357
40,Male,Health,2.937162204,Twitter,52,6.644440097,3.005764468,2.612385734,7,7.71676182,2.090397094,0,FALSE,FALSE,4,19,5.365791506,2.147474148
26,Male,Education,4.982211018,Twitter,67,5.657179034,2.691538622,2.144700417,2,5.714595567,1.270669917,4,TRUE,FALSE,1,5,11.94752291,0.424100828
47,Female,Unemployed,4.809175903,Instagram,57,6.812652352,3.595764426,,3,7.50599137,0.505545632,2,FALSE,FALSE,1,13,12.88856942,2.703587862
33,Male,IT,3.349546181,Facebook,79,8.528256418,2.621431443,2.267191344,5,,0,10,FALSE,TRUE,2,5,13.5748089,2.872673378
50,Female,Education,,TikTok,65,3.434802301,4.385061793,,4,5.253641974,0.704060413,7,FALSE,FALSE,1,5,12.11737693,4.471235042
19,Female,IT,0.760900645,Twitter,54,4.320311216,4.271914661,4.583404546,9,6.672500784,1.137991375,8,FALSE,FALSE,0,31,0,4.312584589
31,Female,Education,0,Facebook,74,7.522468286,3.441529633,2.954394694,8,6.456208928,0.410247522,9,FALSE,TRUE,2,26,16.4082055,5.197909645
63,Male,Health,3.830677041,Instagram,43,6.354491615,3.796299868,2.930401597,3,5.317243642,0.202658034,3,FALSE,FALSE,1,1,9.624812377,1.779942555
18,Female,IT,2.879864044,Instagram,56,6.263477663,2.419394737,1.196286692,6,6.347245186,1.165783891,8,TRUE,FALSE,2,19,20.8157468,2.307701822
43,Male,Unemployed,1.413703759,Facebook,53,7.075191327,5.748383458,4.728742172,10,8.438989657,1.643727507,4,FALSE,TRUE,2,18,21.14750926,3.619623446
42,Male,Finance,2.529088807,Facebook,69,7.980430937,7.280499386,6.30280911,7,5.469749933,1.173522161,4,FALSE,FALSE,1,19,23.08346352,7.089059576
33,Female,Education,0,Facebook,52,9.410991855,8.046493789,8.146654094,4,5.824185706,1.530714157,10,TRUE,TRUE,1,27,4.761165533,7.108550605
32,Male,IT,1.598604161,Facebook,59,4.202439039,7.950130161,6.636772818,6,7.224566935,0.54595661,7,FALSE,FALSE,2,10,3.44133452,5.930361803
43,Female,Finance,5.774987804,Instagram,55,1.374647978,7.499742225,6.800957999,8,5.888957821,1.459917991,2,FALSE,FALSE,1,7,1.248022086,5.240208951
64,Male,Student,4.64712097,Instagram,62,5.702431146,6.88582096,5.927705058,10,,1.081941879,8,FALSE,FALSE,1,15,5.16231405,3.47575883
61,Other,Health,4.750371961,Twitter,57,5.041376574,2.773530208,,8,7.946680777,0.886540848,5,TRUE,TRUE,0,10,10.12771619,3.883266768
33,Female,Education,2.309558468,Telegram,53,6.408275689,3.995084459,3.828765793,10,,2.247953996,7,FALSE,FALSE,5,25,2.115685471,6.025983556
31,Female,Education,,TikTok,65,3.473916087,2.507130101,2.679529684,2,6.371363394,1.482016404,8,FALSE,FALSE,1,25,16.33732989,1.988419524
46,Male,Unemployed,5.960924935,Instagram,66,3.192547616,4.382158921,,1,9.25945313,1.100518406,10,FALSE,FALSE,0,22,14.00936694,3.111591822
41,Female,Unemployed,4.997332579,TikTok,65,8.052440853,4.820052591,,,6.791298118,,6,FALSE,TRUE,0,15,3.185344805,
64,Female,Student,4.510803152,Instagram,57,3.839895683,5.641646771,4.735090669,,7.277046085,0.322001412,3,TRUE,FALSE,4,31,17.7951028,
32,Female,IT,0,Instagram,52,7.951332762,8.962934184,7.339858417,8,9.19661841,,2,TRUE,FALSE,2,12,8.311039201,6.899507638
36,Male,Education,4.275784128,Facebook,75,7.865338459,,7.504052167,10,7.819976646,1.850334769,7,FALSE,FALSE,3,17,8.816235367,6.798784204
25,Male,Education,2.499559448,Telegram,54,8.362736205,8.357784764,,3,5.340962496,1.060853554,9,FALSE,FALSE,1,21,18.26035563,7.811103714
51,Male,Education,1.029484099,Telegram,57,4.470079964,6.097582851,5.922309665,7,7.086301816,2.222688576,7,TRUE,TRUE,3,11,0,6.317469211
19,Male,Education,4.281358065,Instagram,66,9.176033523,2.764797746,2.056219171,5,7.531644933,1.103688579,7,FALSE,FALSE,1,20,11.36769379,2.417519966
44,Male,Student,3.143326472,Facebook,67,9.315870353,3.230809314,,8,6.389136174,1.758137304,8,FALSE,FALSE,2,5,16.56144206,2.330291078
27,Female,Health,3.925860923,Twitter,61,12,3.042542324,3.138356103,2,4.911758569,0,1,FALSE,FALSE,3,21,8.258032702,2.217581046
52,Male,Education,,Telegram,55,8.47755968,4.420452018,3.141883966,3,7.827611471,,1,TRUE,FALSE,1,13,20.57783301,2.048986611
40,Male,Student,,Twitter,47,9.101906778,8.03155659,6.682766959,,7.179988179,0.588353217,0,FALSE,FALSE,0,16,0,7.020798819
25,Other,Finance,6.941655694,Telegram,54,4.149967567,6.279086696,5.72556769,3,6.839111247,0.407384306,1,TRUE,FALSE,1,21,15.98514479,4.915445762
45,Male,Education,0.749285716,Twitter,63,8.512451151,8.848856223,8.554137213,1,7.320555394,1.786795515,7,TRUE,TRUE,3,15,10.63722057,8.728134705
40,Female,IT,1.843181061,Facebook,54,4.37301284,4.779517969,4.135887226,10,7.803368235,1.187618296,5,FALSE,FALSE,4,21,9.314877716,5.352356817
21,Female,Student,4.762622088,Instagram,59,3.442055061,2.623158867,2.519876325,6,5.569813718,0,3,FALSE,FALSE,3,6,16.26481948,3.088554063
31,Female,IT,5.780638634,Facebook,65,9.074752431,8.530272352,7.628142114,8,4.65303468,1.028736481,5,TRUE,FALSE,3,8,14.63060007,9.456762708
59,Female,Health,3.451954832,Facebook,60,9.742012371,7.313311292,5.815820114,6,,0.703604413,8,FALSE,FALSE,1,15,19.37313026,6.463010731
46,Female,Finance,4.811542588,Instagram,63,8.026268825,4.178209516,3.618651008,,6.313573417,0.588186631,4,TRUE,FALSE,0,22,18.68460143,3.572431296
18,Male,IT,4.027512523,Instagram,56,5.879974887,3.963146182,3.079560419,5,8.320288976,,8,FALSE,TRUE,4,23,24.07854921,3.631405928
21,Female,Education,1.144320179,TikTok,59,11.14840212,6.856296535,6.168764558,2,5.216373284,1.27728223,3,TRUE,FALSE,0,31,16.58616027,
49,Female,Student,0.714502229,Facebook,63,4.331682543,4.331815075,3.762117121,1,8.309449967,0,10,FALSE,FALSE,1,10,18.3797865,3.137111711
50,Male,Finance,5.009691698,Twitter,71,6.012868881,2.055221097,1.838476473,10,7.868131802,0.843274346,2,FALSE,TRUE,0,21,12.61944333,3.976890179
43,Male,Student,,Telegram,55,10.07657622,4.081956645,3.716754342,2,7.754130409,0.406077789,0,FALSE,FALSE,0,27,0,5.320941059
34,Female,Unemployed,,Instagram,69,6.971442334,6.248258141,5.092007469,8,4.271945808,0.495089903,9,FALSE,TRUE,1,13,8.964809863,4.147821189
56,Female,Finance,1.348183621,Instagram,56,6.832831395,7.707514363,6.899590752,7,3.960019637,1.121400279,5,FALSE,FALSE,2,0,5.162660812,7.352934791
40,Male,Unemployed,3.046956382,Facebook,65,6.948756867,4.106746515,3.187517192,9,6.129760897,0.921613068,7,FALSE,FALSE,2,16,6.596983876,2.973480413
49,Female,IT,3.22031135,Instagram,62,8.621286779,3.383180922,2.560551349,8,7.334759674,,10,FALSE,FALSE,3,8,17.78969389,3.27987308
32,Female,Health,,Telegram,59,5.897746756,8.241520045,8.263069776,2,5.994594685,2.379405737,1,FALSE,TRUE,2,12,23.23396094,10
30,Other,Unemployed,1.920574148,Telegram,63,7.14798702,6.916325018,6.034077583,6,5.140078157,1.244413215,3,TRUE,FALSE,1,0,4.878098921,6.184752058
19,Female,Student,4.011475447,Facebook,60,9.025904972,7.261086801,6.754036455,8,6.071797315,1.384281083,1,FALSE,FALSE,0,1,16.27661208,7.522605846
36,Female,Education,3.990328647,Telegram,62,8.260461822,7.973618103,7.273523151,4,6.220725594,,9,TRUE,FALSE,0,27,9.522224922,8.059303027
41,Female,Student,1.720550693,Telegram,51,5.528572005,8.966637848,8.230009952,4,5.489277043,0,6,TRUE,TRUE,2,21,24.40421832,7.829321167
62,Female,Unemployed,2.694387139,Twitter,73,10.77228348,3.22136332,2.256046005,1,6.302044489,1.184224645,0,TRUE,TRUE,1,7,11.83317875,2.510372266
41,Female,Health,6.910581532,Telegram,57,6.107636735,3.10412125,3.409708023,6,6.372318616,0.961272133,8,FALSE,FALSE,0,20,14.80124977,4.521714622
28,Female,Unemployed,2.921649532,Facebook,58,5.344509936,7.401015922,6.07637036,9,7.083508362,0.176896223,1,FALSE,TRUE,3,20,26.41216095,5.919104651
39,Male,IT,1.710416097,Instagram,53,6.448709221,2.829028041,1.770613946,8,6.421123249,0.792810195,8,FALSE,FALSE,1,5,0,1.253745964
32,Male,Education,7.171079401,Facebook,58,10.6185516,8.161130841,6.567427928,10,8.960533612,0.662745725,9,TRUE,TRUE,6,4,13.430056,8.303958354
27,Male,Education,3.646531385,Telegram,65,2.234775358,8.428879527,7.232786037,9,,1.739429902,10,FALSE,FALSE,2,27,7.967801533,5.672563919
58,Female,IT,1.288848301,Facebook,67,10.26575362,5.666550872,5.505441062,10,8.414718356,0.774439864,6,FALSE,TRUE,3,20,8.718930457,4.136686112
44,Female,Student,5.098786672,TikTok,55,8.540951917,5.589261057,5.783520238,5,8.377199422,0.954020271,4,TRUE,FALSE,1,8,5.638982114,6.322819984
26,Female,Education,0.904701883,Instagram,54,0.886358865,5.153742042,5.251041301,3,5.921479783,0.552921481,10,FALSE,TRUE,2,20,17.71876818,4.981746378
45,Female,Student,1.205796986,Telegram,59,7.871660804,5.123372951,4.537759415,7,3.251202427,1.470952396,9,FALSE,FALSE,2,31,9.120466764,3.855879977
18,Female,Student,1.969179938,Twitter,57,5.175421433,6.248496773,5.672196306,1,,2.100677328,7,TRUE,FALSE,0,24,11.06707149,6.147356472
34,Male,IT,1.243331007,Telegram,54,7.156176018,2.458779475,2.465536171,4,7.001241572,0.938349093,7,FALSE,TRUE,0,23,5.824268286,3.510506461
48,Male,Health,1.448205714,TikTok,43,8.229979182,2.593242319,1.619596911,4,4.382149639,1.260556586,9,FALSE,FALSE,3,4,25.19532513,2.240303392
61,Female,Health,0.788363104,Facebook,60,5.362221559,8.084877604,7.011438791,,6.980118355,1.160477558,9,FALSE,FALSE,4,8,5.819164414,7.82699822
27,Female,Student,3.204087819,Telegram,68,6.408480149,4.643177515,,4,3.618881459,0.717228818,0,TRUE,FALSE,3,31,16.14669658,6.285832321
54,Female,IT,0.517515821,Twitter,58,9.801530356,4.237191475,4.559611709,5,5.251947859,0.088114856,1,FALSE,FALSE,3,28,5.531700367,4.310478302
46,Male,Health,0.299586681,Telegram,78,7.608249618,6.034832364,4.704541284,6,7.360413936,0.512515013,9,FALSE,FALSE,0,10,9.510458165,4.529999139
35,Male,Unemployed,3.917565941,Instagram,58,8.218455898,6.018200903,5.716133996,10,5.825714874,0.572146076,6,TRUE,FALSE,2,12,14.04806691,4.391923092
64,Female,Student,2.552660642,Telegram,59,6.237657445,3.855459131,3.380398568,8,6.924212775,1.285932007,9,TRUE,TRUE,5,0,17.79599703,4.412723244
55,Female,Education,,Twitter,49,6.636822686,4.356658548,3.924564217,4,6.426482751,1.734971805,2,TRUE,FALSE,3,29,13.41858443,4.422355153
56,Female,Education,,Facebook,68,6.503718445,4.589928839,4.318685001,6,7.958060511,1.84639854,3,FALSE,FALSE,3,13,18.55502423,3.931916845
23,Male,Unemployed,7.435795955,Facebook,68,8.317554907,8.146388179,7.33619025,2,4.312812475,1.421688486,1,FALSE,TRUE,2,16,9.266701489,
57,Male,Finance,3.038235206,Instagram,51,4.495711891,5.992160563,5.784989772,5,,1.655202805,5,FALSE,FALSE,3,8,19.97991345,5.313522378
29,Female,Finance,2.634926612,Facebook,68,4.566301533,8.880216768,8.236364391,3,5.997644811,0.047620567,3,TRUE,FALSE,3,4,7.520756006,7.310231827
31,Male,Finance,3.751761134,Telegram,58,8.630116595,6.198005018,5.542181619,10,7.342736892,2.82130922,0,FALSE,FALSE,4,1,4.239445962,5.600030143
61,Male,Health,3.646349597,Facebook,62,6.694205573,2.104286899,2.147622237,6,4.666977672,1.047695886,0,TRUE,TRUE,1,1,2.848991169,3.943741757
27,Female,Unemployed,4.929030382,Facebook,61,10.27594579,6.094461065,5.292422121,8,,1.07451205,1,FALSE,FALSE,1,28,2.709772152,5.820950623
37,Other,Education,3.344968925,Twitter,56,9.179051989,5.507532549,4.902413712,10,7.529132457,0.59205268,2,FALSE,FALSE,2,24,20.22688508,
32,Female,Education,3.841591418,Facebook,57,8.768070471,6.878255596,6.877272452,9,4.825247977,0.60672576,0,FALSE,FALSE,2,20,25.4676509,
48,Female,Health,4.536852079,Telegram,59,7.246024583,7.885012227,6.998275656,5,5.527391191,,1,TRUE,TRUE,2,22,0,6.721275084
24,Male,Education,5.162261454,Twitter,72,8.334255811,3.975965277,3.14015252,6,4.527957943,1.359423694,3,FALSE,FALSE,1,9,10.26775858,3.068120411
58,Male,Education,2.095179891,TikTok,59,3.210051427,7.892894736,8.368104298,5,5.855368378,1.935823898,2,TRUE,FALSE,2,24,2.042692102,6.886254322
27,Male,Student,0.037557664,Facebook,51,4.877776061,6.579324932,5.748711552,1,6.259744861,1.132352996,4,TRUE,TRUE,3,13,13.72334445,
27,Female,Education,0,Facebook,65,7.963378261,3.159699176,2.223202301,10,5.243439442,0.725826187,9,FALSE,FALSE,1,5,13.06487064,2.032892496
65,Male,Student,,Twitter,44,8.987797912,8.354176329,6.998600754,1,5.370936876,2.785962398,10,TRUE,FALSE,1,11,13.73286395,7.122979053
56,Female,Finance,3.423162855,Telegram,70,4.648227959,6.633962343,6.126405861,10,5.80157828,0.862310147,0,FALSE,FALSE,3,4,0,7.290517903
45,Male,IT,0.353913128,TikTok,78,7.577052072,6.105367301,5.609624464,5,5.732862276,0.418686392,4,FALSE,FALSE,2,20,9.696495562,
47,Female,Student,3.000162145,TikTok,61,9.608602375,8.103734689,6.77098293,6,4.959902797,1.487469157,1,FALSE,TRUE,3,13,10.79220152,7.240147902
54,Female,Unemployed,2.130115133,Facebook,67,9.221088105,2.051572874,1.918575739,10,8.444003968,1.05285521,7,TRUE,TRUE,4,19,2.028124028,2.176614133
20,Female,Education,1.427274851,Twitter,63,6.971647278,6.125009183,5.62094265,,5.418607986,1.346246451,7,TRUE,FALSE,2,2,0,6.294255772
60,Male,Finance,0,Facebook,47,6.267106119,2.781411734,1.861194255,3,3.88618686,0.897070843,9,FALSE,FALSE,2,4,9.415244001,1.439650488
32,Female,IT,2.229947878,Instagram,65,5.46445825,4.1067348,3.934138661,10,8.093272913,1.128379879,2,FALSE,FALSE,0,19,20.19323065,2.963378975
38,Male,IT,3.722729101,Facebook,54,9.726374356,5.001333958,,,4.863938381,0.297846532,10,FALSE,TRUE,0,0,9.277607658,4.554092319
54,Female,Finance,6.590896592,Instagram,71,5.752237453,4.468534108,4.312847944,8,7.644195324,0.864432602,10,TRUE,FALSE,3,31,0,5.883744714
29,Female,Finance,,Instagram,60,3.787224621,8.118218568,7.278010149,4,6.111920038,0.621102323,9,FALSE,FALSE,3,15,0,7.067794929
21,Male,IT,2.119296835,Twitter,58,4.175552725,2.808294642,2.697902317,3,4.379853833,1.134098816,2,FALSE,TRUE,0,21,7.645517647,3.867477923
